patient_id,label,weight,heatmap_color
pt1sz2,POLIF4,0.9816,1
pt1sz2,POLG23,0.9724,1
pt1sz2,POLMLT4,0.9513,1
pt1sz2,POLG15,0.9494,2
pt1sz2,POLG24,0.9491,2
pt1sz2,POLG16,0.9456,2
pt1sz2,POLPST3,0.9433,2
pt1sz2,POLAST4,0.9423,2
pt1sz2,POLG8,0.9348,2
pt1sz2,POLPLT1,0.9326,2
pt1sz2,POLPLT6,0.9290,2
pt1sz2,POLSLT1,0.9285,2
pt1sz2,POLIF3,0.9236,2
pt1sz2,POLATT8,0.9218,2
pt1sz2,POLSLT4,0.9200,2
pt1sz2,POLMLT3,0.9183,2
pt1sz2,POLPLT4,0.9176,2
pt1sz2,POLIF2,0.9168,2
pt1sz2,POLATT2,0.9158,2
pt1sz2,POLAD4,0.9143,2
pt1sz2,POLPLT5,0.9138,2
pt1sz2,POLG6,0.9133,2
pt1sz2,POLG5,0.9131,2
pt1sz2,POLMLT1,0.9111,2
pt1sz2,POLSLT3,0.9063,2
pt1sz2,POLPLT3,0.9046,2
pt1sz2,POLMLT2,0.9013,2
pt1sz2,POLPST1,0.8981,3
pt1sz2,POLPD3,0.8979,3
pt1sz2,POLPD4,0.8951,3
pt1sz2,POLSLT2,0.8910,3
pt1sz2,POLPLT2,0.8778,3
pt1sz2,POLG7,0.8760,3
pt1sz2,POLAST3,0.8754,3
pt1sz2,POLATT1,0.8734,3
pt1sz2,POLATT5,0.8689,3
pt1sz2,POLIF5,0.8519,3
pt1sz2,POLPST2,0.8487,4
pt1sz2,POLPD2,0.8464,4
pt1sz2,POLG4,0.8106,4
pt1sz2,POLAD3,0.7875,5
pt1sz2,POLG20,0.7677,5
pt1sz2,POLIF1,0.7591,5
pt1sz2,POLG22,0.7587,5
pt1sz2,POLG31,0.7412,6
pt1sz2,POLATT4,0.7160,6
pt1sz2,POLATT7,0.7159,6
pt1sz2,POLG30,0.6888,7
pt1sz2,POLAD1,0.6734,7
pt1sz2,POLSF4,0.6544,7
pt1sz2,POLPST4,0.6505,7
pt1sz2,POLG11,0.6461,8
pt1sz2,POLG13,0.6395,8
pt1sz2,POLSF6,0.6288,8
pt1sz2,POLG12,0.6072,8
pt1sz2,POLSF5,0.5923,9
pt1sz2,POLILT3,0.5726,9
pt1sz2,POLG19,0.5583,9
pt1sz2,POLIF6,0.5345,10
pt1sz2,POLPD1,0.4176,12
pt1sz2,POLATT3,0.4096,12
pt1sz2,POLATT6,0.3962,13
pt1sz2,POLG29,0.3452,14
pt1sz2,POLSF1,0.3386,14
pt1sz2,POLG32,0.3316,14
pt1sz2,POLG28,0.3265,14
pt1sz2,POLG17,0.3218,14
pt1sz2,POLSF2,0.3029,14
pt1sz2,POLAD2,0.2819,15
pt1sz2,POLSF3,0.2249,16
pt1sz2,POLG14,0.1821,17
pt1sz2,POLG21,0.1819,17
pt1sz2,POLILT4,0.0984,19
pt1sz2,POLG1,0.0795,19
pt1sz2,POLG3,0.0747,19
pt1sz2,POLILT2,0.0636,19
pt1sz2,POLG9,0.0623,19
pt1sz2,POLILT1,0.0466,20
pt1sz2,POLAST1,0.0230,20
pt1sz2,POLG25,0.0058,20
pt1sz2,POLG10,0.0049,20
pt1sz2,POLG18,0.0024,20
pt1sz2,POLG2,0.0017,20
pt1sz2,POLG27,0.0003,20
pt1sz2,POLG26,0.0000,20
