patient_id,label,weight,heatmap_color
UMMC006_sz1,G21,0.9810,1
UMMC006_sz1,G15,0.9800,1
UMMC006_sz1,MT2,0.9760,1
UMMC006_sz1,POST4,0.9751,1
UMMC006_sz1,MT3,0.9741,1
UMMC006_sz1,SF3,0.9721,1
UMMC006_sz1,MEST2,0.9701,1
UMMC006_sz1,F6,0.9677,1
UMMC006_sz1,MT1,0.9581,1
UMMC006_sz1,G20,0.9520,1
UMMC006_sz1,LAT2,0.9399,2
UMMC006_sz1,G11,0.9363,2
UMMC006_sz1,POST6,0.9301,2
UMMC006_sz1,G8,0.9297,2
UMMC006_sz1,POST5,0.9194,2
UMMC006_sz1,POST3,0.8943,3
UMMC006_sz1,G22,0.8903,3
UMMC006_sz1,LAT3,0.8777,3
UMMC006_sz1,F3,0.8708,3
UMMC006_sz1,SF4,0.8648,3
UMMC006_sz1,SF5,0.8185,4
UMMC006_sz1,MEST1,0.8006,4
UMMC006_sz1,G30,0.7823,5
UMMC006_sz1,F4,0.7734,5
UMMC006_sz1,G31,0.7513,5
UMMC006_sz1,G24,0.7176,6
UMMC006_sz1,G6,0.6879,7
UMMC006_sz1,MEST3,0.6869,7
UMMC006_sz1,SF1,0.6704,7
UMMC006_sz1,SF2,0.6393,8
UMMC006_sz1,MEST4,0.6366,8
UMMC006_sz1,G13,0.6128,8
UMMC006_sz1,G29,0.6023,8
UMMC006_sz1,POST2,0.5964,9
UMMC006_sz1,G19,0.5837,9
UMMC006_sz1,G12,0.5766,9
UMMC006_sz1,G18,0.5351,10
UMMC006_sz1,LAT4,0.5298,10
UMMC006_sz1,F1,0.4994,11
UMMC006_sz1,G7,0.4915,11
UMMC006_sz1,G32,0.4880,11
UMMC006_sz1,SF6,0.4878,11
UMMC006_sz1,F2,0.4823,11
UMMC006_sz1,G16,0.4076,12
UMMC006_sz1,MEST6,0.3752,13
UMMC006_sz1,F5,0.3476,14
UMMC006_sz1,MT4,0.2948,15
UMMC006_sz1,MEST5,0.2347,16
UMMC006_sz1,G23,0.0873,19
UMMC006_sz1,G28,0.0627,19
UMMC006_sz1,G3,0.0166,20
UMMC006_sz1,G4,0.0010,20
UMMC006_sz1,G5,0.0000,20
